Job Role,Company,Experience Level,Location,Skills,Job Type,Work Mode,Salary Range,Job Posting Date,Job Description
Junior Data Analyst,Schroeder-Morales,Entry Level,Kolkata,"R, Excel, power-bi, Google Cloud, Tableau",Contract,Remote,,2024-11-22,From it available turn space sea clearly perhaps weight cause remember pretty care develop leader among whom computer long candidate section tend serve product now wish meet.
Junior Data Analyst,Hodge PLC,Entry Level,Pune,"Machine Learning, Excel, Google Colab, Python",Contract,Remote,,2024-10-02,Space policy myself list everything common pass practice how action third treatment quite maintain eye so analysis thought yeah life former occur behavior give evidence form them reason.
Data Analyst,"Brown, Rodriguez and Moore",Entry Level,Chennai,"SQL, Tableau, Python, PowerBI, Google Cloud, Google Colab",Part-time,On-site,4-17 LPA,2024-12-14,Story city outside voice item out page none local cause opportunity enter respond seven them.
Junior Data Analyst,  Gonzales and Sons   ,Mid Level,Kolkata,"Google Cloud, SQL, Python, Google Colab, Tableau, Excel",Full-time,Remote,4-34 LPA,2025-02-22,Care machine history thousand parent people all budget ground live artist less police happen discuss during.
Senior Data Analyst,"  Davis, Estes and Long   ",Mid Level,,"SQL, power-bi, Power BI",Full-time,Hybrid,11-19 LPA,2025-07-02,Would partner center best expert commercial air yourself less there forward try take owner.
Senior Data Analyst,"Strickland, Gilbert and Archer",Internship,Delhi,"Google Colab, Excel, Google Cloud, Machine Learning, R, SQL",Internship,Remote,4-23 LPA,2025-07-09,Public story evening box low truth food weight himself nation future fine probably.
Data Analytics Specialist,"  Kirk, Wilkinson and Miranda   ",Internship,Remote,"Python, Tableau, PowerBI, R",Contract,Remote,7-29 LPA,2025-06-16,War response study fly each training focus strong nothing unit product camera talk measure federal sign PM fire visit very.
Data Analyst,Black Group,Internship,Hyderabad,"SQL, Power BI, Tableau, Google Colab, PowerBI, power-bi",Full-time,On-site,5-23 LPA,2025-06-02,Response home study type chance watch garden might argue feeling spend feel two result professional report list race scientist family cut Republican.
Senior Data Analyst,Lucas-Bryant,Entry Level,Mumbai,"PowerBI, Google Cloud, Google Colab, power-bi, Tableau",Full-time,Remote,15-29 LPA,2025-04-21,Listen then sing early window simply more again phone sit party recently camera article just mention.
Data Analytics Specialist,Harris-Williams,Mid Level,Kolkata,"power-bi, Python, SQL, Tableau, R, PowerBI",Part-time,Remote,3-29 LPA,2024-11-09,Mind scene power standard kid whom either set kind smile small realize organization style enough agree buy seek father man group his picture boy high feel.
Data Analyst,Wagner-Powell,Senior Level,,"Python, Google Cloud, Excel, R",Part-time,Hybrid,10-25 LPA,2025-07-08,If stage tax production adult entire baby behind water member indeed black site score anyone turn mission new wear create different ball Congress growth including.
Data Analytics Specialist,George-Watson,Entry Level,Chennai,"PowerBI, R, Tableau, Google Colab, Google Cloud",Internship,Hybrid,10-18 LPA,2025-06-06,Significant short region Mrs everything various ball economic success whose person property usually enjoy itself give agreement system recognize wear development mother magazine.
Data Analyst,"Ritter, Rose and Lyons",Mid Level,Delhi,"Python, Machine Learning, Google Colab, SQL, PowerBI, R",Contract,Remote,14-26 LPA,2025-02-26,Guy present lot building nothing also include leader role course to start daughter avoid painting firm.
Senior Data Analyst,"Chase, Allen and Castillo",Mid Level,Kolkata,"Tableau, power-bi, Power BI, Python, PowerBI, Google Colab",Internship,Hybrid,11-29 LPA,2025-08-16,Young let necessary always never catch yeah provide despite major investment along believe whole lawyer.
Data Analytics Specialist,Knox Group,Mid Level,Delhi,"Power BI, Python, Machine Learning",Contract,Hybrid,15-20 LPA,2025-07-11,Practice beyond industry word like society might vote college great development blue he list foreign crime positive citizen simple senior onto bad.
Data Analytics Specialist,Lee Inc,Mid Level,Delhi,"Google Colab, R, Machine Learning",Internship,Hybrid,8-29 LPA,2025-05-02,Create leave recent imagine likely majority customer court cold president help thought never Mr three force step product interview stuff Republican.
Data Analyst,Burnett-Hunter,Internship,Hyderabad,"SQL, Google Colab, Excel, PowerBI",Contract,On-site,9-19 LPA,2025-06-08,Modern nearly film check move government themselves at subject popular question agent service community force.
Junior Data Analyst,Daniels Group,Entry Level,Remote,"Python, SQL, R",Part-time,Remote,12-20 LPA,2024-09-15,Pull but woman recognize democratic blood million movement station together without another little.
Senior Data Analyst,"Buchanan, Olsen and Watson",Senior Level,Bangalore,"SQL, Google Cloud, Python, Tableau, Power BI",Part-time,On-site,6-31 LPA,2025-06-29,Conference social food book final sure company Democrat many but build bad outside himself house up star total fly gas be key agreement read treatment big thus.
Junior Data Analyst,Monroe Inc,Senior Level,Kolkata,"Google Colab, R, Excel, Tableau",Full-time,On-site,12-33 LPA,2025-01-05,Enjoy bed amount win economic truth else throw item nothing appear when site political understand someone economic billion sit live buy step stay item.
Senior Data Analyst,Johnson-Walker,Entry Level,Hyderabad,"SQL, Google Colab, Python, PowerBI",Full-time,Hybrid,,2024-12-27,Such outside news commercial design with lawyer into six member guy information manage black box much dog.
Senior Data Analyst,Shannon-Johnson,Internship,Kolkata,"Machine Learning, power-bi, R",Contract,On-site,12-22 LPA,2024-09-28,More poor find tend control office charge pay push maintain boy during.
Junior Data Analyst,"  Vega, Duke and Ayers   ",Senior Level,,"power-bi, SQL, R, Python",Part-time,Remote,12-22 LPA,2024-09-04,Important all perhaps receive security wind today along however floor election tell agreement face finally day positive result dream attorney nor central charge.
Data Analytics Specialist,Schultz-Castaneda,Entry Level,Kolkata,"power-bi, Machine Learning, Python, Tableau, R",Part-time,Remote,4-17 LPA,2024-11-05,Truth industry Democrat answer church research find industry ten among body cover laugh much political what man about war war score above century.
Senior Data Analyst,"Knight, Conrad and Patterson",Mid Level,Chennai,"Machine Learning, Google Cloud, PowerBI, Power BI, Excel, power-bi",Internship,Remote,7-22 LPA,2024-09-10,Building feel wall couple serious talk man quickly station watch grow role responsibility wish pull much red stage every group military especially.
Data Analyst,Jimenez-Pitts,Entry Level,Bangalore,"power-bi, R, Google Cloud",Internship,Hybrid,6-21 LPA,2025-07-11,Its include best year part rich involve music make recent talk ahead road professor food.
Data Analytics Specialist,Weiss-Lawrence,Mid Level,Hyderabad,"Google Colab, Power BI, PowerBI, SQL",Internship,On-site,5-24 LPA,2024-12-14,Bit concern million film sit foot participant quality rock rich mean threat open party act.
Data Analyst,Martin LLC,Mid Level,Hyderabad,"PowerBI, Excel, Google Cloud, Google Colab, Python",Contract,On-site,9-35 LPA,2025-01-14,Large school start arrive Republican in structure man what here big remain less effect.
Senior Data Analyst,"Boyd, Harvey and Rodriguez",Internship,Delhi,"Power BI, PowerBI, Tableau",Full-time,Hybrid,6-16 LPA,2024-12-07,Suffer chair PM happen recognize opportunity food second respond watch these must some gun bank memory music.
Data Analyst,"Anderson, Rose and Bowman",Mid Level,Delhi,"Google Cloud, Tableau, Excel, Machine Learning, Google Colab, power-bi",Full-time,On-site,9-23 LPA,2025-07-19,These product life dinner military we those glass film party expect power speak phone.
Senior Data Analyst,Gonzalez-Mcknight,Mid Level,Hyderabad,"Python, PowerBI, R, Google Cloud, Machine Learning, Power BI",Full-time,On-site,11-20 LPA,2025-08-25,Tonight form seek this factor security raise answer adult team born member again trip position help small happy economic cup.
Data Analyst,Bryant PLC,Mid Level,Kolkata,"Power BI, Excel, Tableau",Contract,Remote,14-22 LPA,2025-02-10,Bad act language environmental three really they cold exactly but leader brother month lay successful leave hair significant.
Data Analyst,"  Shah, Frazier and May   ",Internship,Chennai,"Google Cloud, SQL, PowerBI, Machine Learning, Python",Contract,Remote,12-34 LPA,2024-12-27,Second low their gun lead speech million early middle should may something especially social memory black special yet.
Data Analytics Specialist,Martinez and Sons,Senior Level,Remote,"Tableau, Google Cloud, Excel, R, Python",Part-time,On-site,4-35 LPA,2025-03-06,It what degree bad discuss no this away safe hand surface shake old still those occur group article like most program candidate budget.
Data Analyst,Holloway-Wright,Senior Level,Mumbai,"Machine Learning, SQL, Python, Tableau, R, Google Cloud",Contract,Hybrid,6-20 LPA,2025-01-22,Take beat health never maybe reason those imagine physical hundred better relationship rule but store question.
Junior Data Analyst,"Alexander, Norton and Wheeler",Senior Level,Pune,"Google Colab, PowerBI, power-bi, SQL, R",Full-time,Hybrid,14-25 LPA,2025-04-21,Item modern since guy heart matter agency about each allow summer such perhaps yard hundred bag blood site sure stuff.
Senior Data Analyst,"Smith, Henderson and Harris",Entry Level,Kolkata,"Tableau, R, PowerBI, Google Colab",Full-time,On-site,6-18 LPA,2025-05-23,Happen strong international born job like opportunity up top teach born out mission for do.
Senior Data Analyst,Burton-Rodriguez,Mid Level,Hyderabad,"Google Colab, Machine Learning, Power BI",Contract,Hybrid,7-33 LPA,2024-09-23,Bar result reflect term who hour value east our bank artist ball benefit reduce ever game weight.
Senior Data Analyst,  Cline Group   ,Mid Level,Chennai,"PowerBI, R, Google Cloud, Excel",Full-time,Remote,8-17 LPA,2024-11-23,Which care chair science daughter than director instead believe carry husband form mother without sense suffer stage perform either several successful continue.
Senior Data Analyst,"Jackson, Trevino and Simon",Mid Level,Delhi,"Python, Google Colab, Tableau, power-bi",Contract,On-site,5-23 LPA,2025-03-23,Paper occur would mention significant everyone run himself actually speech middle team much maybe whose TV even economy perhaps wait thus.
Junior Data Analyst,Moore Inc,Internship,Kolkata,"Google Cloud, R, Power BI, Machine Learning, SQL, PowerBI",Internship,Remote,9-35 LPA,2024-09-20,Significant across bar price tough bring yes brother himself threat kind there operation although.
Data Analyst,Tapia-Daniel,Internship,Bangalore,"Python, Power BI, Machine Learning, Excel, R",Contract,On-site,5-20 LPA,2024-09-23,Idea name visit try born chair country evening she minute author carry continue personal season raise century computer.
Junior Data Analyst,Mclean-Gonzalez,Senior Level,Bangalore,"R, Google Cloud, PowerBI",Part-time,On-site,3-19 LPA,2024-12-14,Lawyer trade score next close here company network soldier character between sense wind involve where region education expert maintain road night little section weight unit purpose.
Data Analyst,Williams Group,Senior Level,Kolkata,"Tableau, Power BI, PowerBI, Excel, Google Colab",Internship,Remote,7-22 LPA,2024-10-19,Pull nature pass raise those off success fine he theory price final local character population site our run be difference police hotel commercial major easy.
Data Analyst,"Erickson, Moran and Rivera",Senior Level,Remote,"PowerBI, power-bi, R, Python, Google Colab, SQL",Contract,On-site,10-32 LPA,2024-09-14,Poor down fall third learn affect feel seat few risk agent real indicate because official if eye continue student Congress people memory mouth.
Data Analytics Specialist,  Costa Inc   ,Internship,Bangalore,"R, Python, SQL, Tableau, Excel, Google Colab",Full-time,Remote,11-18 LPA,2025-01-18,Today seat surface stay executive decade pull leave risk energy laugh theory six source story ability late view thought explain determine for his plan.
